Token,POS
vir,SVS
professionele,ASA
gegradueerdes,NSM
.,ZE
,
Nadat,KO
die,LB
tekortkominge,NSM
wat,PB
ons,PEMP
verlede,ASA
jaar,NSE
in,SVS
ons,PEMB
Basiese,ASA
Volwassene-Opleidingsprogram,NSE
uitgelig,VVHOG
het,VUOT
",",ZM
reggestel,VVHOG
is,VVUOP
",",ZM
gaan,VTUOM
ons,PEMP
hierdie,PA
maand,NSE
die,LB
Kha,NEE
Ri,NEE
Gude,NEE
(,ZPL
kom,VTUOA
ons,PEMP
leer,VTHOO
),ZPR
massa,ASA
geletterdheidsveldtog,NSE
van,SVS
stapel,NSE
stuur,VTHOO
.,ZE
,
Ingesluit,ASP
is,VTHOK
die,LB
opleiding,NA
van,SVS
meesteropleiers,NSM
wat,PB
basiese,ASA
geletterdheidsklasse,NSM
vir,SVS
300,RS
000,RS
volwassenes,NSM
en,KN
jong,ASA
mense,NSM
sal,VTUOM
aanbied,VTHSG
in,SVS
2008,RS
.,ZE
,
Mevrou,NSE
die,LB
Speaker,NSE
en,KN
Voorsitter,NSE
;,ZM
,
Die,LB
kern,NSE
van,SVS
ons,PEMB
ekonomiese,ASA
programme,NSM
was,VVHOK
",",ZM
en,KN
moet,VTUOM
altyd,BS
wees,VTHOK
",",ZM
die,LB
oorweging,NSE
of,KN
die,LB
sukses,NSE
daarvan,PB
bydra,VTHSO
om,SVS
die,LB
lewensgehalte,NA
van,SVS
alle,THAO
Suid-Afrikaners,NSM
te,UPI
verbeter,VTHOG
",",ZM
en,KN
of,KO
die,LB
programme,NSM
dien,VTHOO
as,KO
'n,LO
belangrike,ASA
wapen,NSE
in,SVS
ons,PEMB
oorlog,NSE
teen,SVS
armoede,NA
en,KN
in,SVS
die,LB
versnelling,NSE
van,SVS
ons,PEMB
strewe,NA
om,SVS
doelwitte,NSM
soos,UPV
die,LB
afname,NSE
in,SVS
werkloosheid,NA
te,UPI
bereik,VTHOG
en,KN
om,SVS
die,LB
doelwit,NSE
van,SVS
gesondheid,NA
vir,SVS
almal,PO
te,UPI
bevorder,VTHOG
.,ZE
,
Ten,SVS
opsigte,NSM
van,SVS
die,LB
program,NSE
om,SVS
volhoubare,ASA
menslike,ASA
huisvesting,NM
te,UPI
verskaf,VTHOG
",",ZM
is,VTHOK
ons,PEMP
nou,BS
in,SVS
staat,NSE
om,SVS
260,RS
000,RS
behuisingseenhede,NSM
per,SVS
jaar,NSE
te,UPI
voorsien,VTHOG
",",ZM
en,KN
'n,LO
ooreenkoms,NSE
is,VVUOP
bereik,VTHOG
met,SVS
Salga,RK
om,SVS
'n,LO
moratorium,NSE
te,UPI
plaas,VTHOG
op,SVS
die,LB
verkoop,NA
van,SVS
grond,NM
wat,PB
aangewend,VVHOG
kan,VTUOM
word,VTUOP
vir,SVS
die,LB
behuisingsprogram,NSE
.,ZE
,
Tesame,BS
met,SVS
die,LB
vordering,NA
wat,PB
ons,PEMP
maak,VTHOG
ten,SVS
opsigte,NSM
van,SVS
die,LB
verskeidenheid,NSE
van,SVS
ingrypings,NSM
wat,PB
op,SVS
die,LB
vermindering,NA
van,SVS
armoede,NA
gerig,VVHOG
is,VVUOP
",",ZM
gaan,VTHOO
ons,PEMP
voort,UPW
om,SVS
'n,LO
aantal,NSE
tekortkominge,NSM
aan,UPW
te,UPI
spreek,VTHOG
",",ZM
insluitend,ASP
die,LB
prosessering,NA
van,SVS
die,LB
Konsepwet,NSE
op,SVS
Grondgebruik,NA
",",ZM
die,LB
finalisering,NA
van,SVS
grondhervormingsgevalle,NSM
",",ZM
die,LB
ondersteuningsprogram,NSE
vir,SVS
diegene,PO
wat,PB
grond,NM
bekom,VTHOG
",",ZM
en,KN
die,LB
ontwikkeling,NA
en,KN
implementering,NA
van,SVS
'n,LO
vasgestelde,ASA
landelike,ASA
ontwikkelingsprogram,NSE
.,ZE
,
Hierdie,PA
is,VTHOK
'n,LO
paar,THAO
van,UPD
die,LB
aangeleenthede,NSM
wat,PB
vanjaar,BS
spesiale,ASA
aandag,NA
sal,VTUOM
geniet,VTHOG
",",ZM
en,KN
wat,PB
sal,VTUOM
verseker,VTHOG
dat,KO
ons,PEMP
die,LB
doelwitte,NSM
wat,PB
ons,PEMP
vir,SVS
onsself,PEMW
daargestel,VVHOG
het,VUOT
",",ZM
bereik,VTHOG
.,ZE
,
Nog,BS
'n,LO
kritiese,ASA
top-prioriteit,NSE
is,VTHOK
die,LB
uitbreiding,NSE
van,SVS
'n,LO
geïntegreerde,ASA
en,KN
omvattende,ASA
anti-armoedestrategie,NSE
wat,PB
veral,BS
diegene,PO
in,SVS
die,LB
bevolking,NSE
aanspreek,VTHSG
wat,PB
die,LB
ergste,BO
geraak,VVHOG
word,VTUOP
.,ZE
,
Dit,PDOENP
sluit,VTHOG
in,UPW
kinders,NSM
",",ZM
vroue,NSM
",",ZM
jongmense,NSM
",",ZM
mense,NSM
wat,PB
in,SVS
landelike,ASA
gebiede,NSM
en,KN
informele,ASA
nedersettings,NSM
woon,VTHOO
",",ZM
mense,NSM
met,SVS
gebreke,NSM
of,KN
kroniese,ASA
siektes,NSM
",",ZM
en,KN
bejaardes,NSM
.,ZE
,
Sommige,THAO
van,UPD
die,LB
belangrikste,AOA
intervensies,NSM
is,VTHOK
:,ZM
die,LB
uitbreiding,NSE
van,SVS
die,LB
openbare,ASA
werke-program,NSE
",",ZM
werksubsidies,NSM
vir,SVS
direkte,ASA
werkskepping,NA
vir,SVS
geoogmerkte,ASA
groepe,NSM
",",ZM
verbetering,NSE
van,SVS
werksoekvermoë,NSE
",",ZM
verbetering,NSE
van,SVS
onderwys,NA
en,KN
opleiding,NA
",",ZM
verbetering,NSE
van,SVS
dienste,NSM
aan,SVS
en,KN
bates,NSM
van,SVS
arm,ASA
gemeenskappe,NSM
",",ZM
spesifieke,ASA
ingrypings,NSM
in,SVS
arm,ASA
huishoudings,NSM
",",ZM
en,KN
om,SVS
die,LB
doeltreffendheid,NA
te,UPI
verseker,VTHOG
van,SVS
instellings,NSM
wat,PB
vroue,NSM
en,KN
ander,ASA
sektore,NSM
ondersteun,VTHOG
.,ZE
,
Ons,PEMP
sal,VTUOM
onder,SVS
andere,NSM
ook,BS
die,LB
geslagskwessie,NSE
evalueer,VTHOG
om,SVS
alle,THAO
aspekte,NSM
wat,PB
verband,NSE
hou,VTHOG
met,SVS
die,LB
bemagtiging,NA
van,SVS
vroue,NSM
",",ZM
te,UPI
verbeter,VTHOG
.,ZE
,
Gelyklopend,ASP
met,SVS
hierdie,PA
onderneming,NSE
is,VTHOK
'n,LO
spesiale,ASA
projek,NSE
om,SVS
ingrypings,NSM
te,UPI
ondersoek,VTHOG
wat,PB
nodig,ASP
is,VTHOK
ten,SVS
opsigte,NSM
van,SVS
kwesbare,ASA
kinders,NSM
ouer,AVP
as,KO
14,RS
.,ZE
,
Ons,PEMP
moet,VTUOM
egter,BS
saamstem,VTHSG
dat,KO
ons,PEMB
gemeenskap,NSE
en,KN
veral,BS
die,LB
armes,NSM
nie,BS
kan,VTUOM
wag,VTHOO
vir,SVS
strategieë,NSM
en,KN
samesprekings,NSM
en,KN
slypskole,NSM
nie,UPO
-,ZM
hoe,PB
belangrik,ASP
hulle,PDMP
ook,BS
al,BS
mag,VTUOM
wees,VTHOK
.,ZE
,
In,SVS
elk,PO
geval,NSE
is,VTHOK
die,LB
meeste,THAO
van,UPD
die,LB
ingrypings,NSM
dinge,NSM
wat,PB
die,LB
Regering,NSE
alreeds,BS
doen,VTHOG
",",ZM
alhoewel,KO
dit,PDOENP
nie,BS
genoegsaam,BS
geïntegreerd,ASP
is,VTHOK
nie,UPO
.,ZE
,
Daarom,PB
",",ZM
in,SVS
die,LB
gees,NA
van,SVS
"""",ZPL
Besigheid,NSE
Buitengewoon,ASP
"""",ZPR
",",ZM
is,VTHOK
die,LB
Regering,NSE
van,SVS
plan,NSE
om,SVS
vanjaar,BS
die,LB
veldtog,NSE
te,UPI
verskerp,VTHOG
om,SVS
spesifieke,ASA
individuele,ASA
huishoudings,NSM
en,KN
individue,NSM
wat,PB
uiters,BS
swaarkry,VTHSO
",",ZM
te,UPI
identifiseer,VTHOG
en,KN
om,SVS
intervensies,NSM
in,UPW
te,UPI
stel,VTHOG
wat,PB
tydens,SVS
die,LB
tussenkomende,ASA
tyd,NM
sal,VTUOM
bydra,VTHSO
om,SVS
die,LB
verknorsing,NSE
in,SVS
daardie,PA
individuele,ASA
huishoudings,NSM
te,UPI
verlig,VTHOG
.,ZE
,
Om,SVS
dit,PDOENP
te,UPI
doen,VTHOG
",",ZM
benodig,VTHOG
ons,PEMP
'n,LO
nasionale,ASA
oorlogkamer,NSE
vir,SVS
die,LB
oorlog,NSE
teen,SVS
armoede,NA
",",ZM
en,KN
waartydens,PB
departemente,NSM
soos,UPV
maatskaplike,ASA
ontwikkeling,NA
",",ZM
provinsiale,ASA
en,KN
plaaslike,ASA
regering,NSE
",",ZM
handel,NA
en,KN
nywerheid,NSE
",",ZM
landbou,NM
en,KN
grondsake,NSM
",",ZM
openbare,ASA
werke,NSM
",",ZM
en,KN
gesondheid,NA
sowel,KO
as,KO
provinsiale,ASA
en,KN
plaaslike,ASA
administrasies,NSM
",",ZM
byeen,UPW
sal,VTUOM
kom,VTHOO
en,KN
saam,UPW
met,SVS
nie-regeringsorganisasies,NSM
en,KN
-besighede,RWD
sal,VTUOM
werk,VTHOO
om,SVS
die,LB
ingrypings,NSM
wat,PB
in,SVS
spesifieke,ASA
huishoudings,NSM
nodig,ASP
is,VTHOK
",",ZM
te,UPI
identifiseer,VTHOG
en,KN
om,SVS
hulle,PDMP
as,KO
'n,LO
noodsaaklikheid,NSE
te,UPI
implementeer,VTHOG
.,ZE
,
Ons,PEMP
sal,VTUOM
vanjaar,BS
aandag,NA
skenk,VTHOG
aan,SVS
ander,ASA
spesifieke,ASA
prioriteite,NSM
wat,PB
noodsaaklik,ASP
is,VTHOK
vir,SVS
die,LB
land,NSE
se,UPS
oorlog,NSE
teen,SVS
armoede,NA
",",ZM
in,SVS
ons,PEMB
strewe,NA
na,SVS
sosio-ekonomiese,ASA
insluiting,NA
.,ZE
,
Dit,PDOENP
is,VTHOK
:,ZM
,
Die,LB
bespoediging,NA
van,SVS
grondhervorming,NA
met,SVS
gedetailleerde,ASA
planne,NSM
vir,SVS
grondverkryging,NA
",",ZM
'n,LO
verbetering,NSE
in,SVS
die,LB
implementering,NA
van,SVS
landbou-ondersteuningsdienste,NSM
en,KN
voedselverskaffing,NA
aan,SVS
huishoudings,NSM
",",ZM
en,KN
'n,LO
verbetering,NSE
in,SVS
die,LB
kapitaalbasis,NSE
en,KN
omvang,NA
van,SVS
Mafisa,NEE
om,SVS
mikro-krediet,NA
te,UPI
verleen,VTHOG
aan,SVS
hierdie,PA
sektor,NSE
.,ZE
,
Groter,AVA
klem,NSE
sal,VTUOM
geplaas,VVHOG
word,VTUOP
op,SVS
gebiede,NSM
met,SVS
groot,ASA
hoeveelhede,NSM
plaasbewoners,NSM
en,KN
gebiede,NSM
met,SVS
hoë,ASA
uitsettingsyfers,NSM
",",ZM
en,KN
ons,PEMP
beplan,VTHOO
om,SVS
swart,ASA
entrepreneurskap,NA
in,SVS
landbouproduksie,NM
met,SVS
5%,RS
per,SVS
jaar,NSE
te,UPI
verhoog,VTHOG
.,ZE
,
Die,LB
oudit,NSE
van,SVS
grondeienaarskap,NA
sal,VTUOM
ook,BS
bespoedig,VTHOG
word,VTUOP
.,ZE
,
Die,LB
Begroting,NSE
sal,VTUOM
voorsiening,NA
maak,VTHOG
vir,SVS
'n,LO
verhoging,NSE
in,SVS
die,LB
maatskapliketoelae-stelsel,NSE
deur,SVS
die,LB
ouderdom,NSE
vir,SVS
ouderdomspensioen,NA
gelyk,UPW
te,UPI
stel,VTHOG
aan,SVS
60,RS
",",ZM
en,KN
wat,PB
gevolglik,BS
ongeveer,BS
'n,LO
halfmiljoen,THAB
mans,NSM
sal,VTUOM
bevoordeel,VTHOG
.,ZE
,
Die,LB
verskerping,NSE
van,SVS
pogings,NSM
wat,PB
alreeds,BS
'n,LO
aanvang,NA
geneem,VVHOG
het,VUOT
om,SVS
hulp,NA
aan,SVS
koöperatiewe,ASA
en,KN
kleinsake-ondernemings,NSM
te,UPI
verleen,VTHOG
",",ZM
veral,BS
aan,SVS
diegene,PO
wat,PB
vroue,NSM
insluit,VTHSG
",",ZM
met,SVS
die,LB
klem,NSE
op,SVS
die,LB
verskaffing,NA
van,SVS
opleiding,NA
en,KN
markte,NSM
",",ZM
en,KN
wat,PB
blootstelling,NA
aan,SVS
gevestigde,ASA
ondernemings,NSM
insluit,VTHSG
.,ZE
,
'n,LO
Verskerping,NSE
van,SVS
die,LB
Nasionale,ASA
Jeugdiensprogram,NSE
wat,PB
sal,VTUOM
insluit,VTHSG
'n,LO
verhoging,NSE
in,SVS
die,LB
inname,NSE
in,SVS
die,LB
Militêre,ASA
Vaardigheidsontwikkelingsprogram,NSE
van,SVS
die,LB
Suid-Afrikaanse,ASA
Nasionale,ASA
Weermag,NSE
(,ZPL
SANDF,RL
),ZPR
van,SVS
die,LB
huidige,ASA
4,RS
000,RS
tot,SVS
10,RS
000,RS
.,ZE
,
R700,RS
miljoen,THPB
is,VVUOP
alreeds,BS
aan,SVS
die,LB
SANDF,RL
bewillig,VTHOG
om,SVS
hierdie,PA
program,NSE
te,UPI
verskerp,VTHOG
.,ZE
,
Die,LB
uitbreiding,NSE
van,SVS
die,LB
openbare,ASA
werke-program,NSE
",",ZM
wat,PB
",",ZM
deur,SVS
die,LB
vasgestelde,ASA
doelwitte,NSM
te,UPI
oortref,VTHOG
",",ZM
die,LB
potensiaal,NA
getoon,VVHOG
het,VUOT
om,SVS
meer,THAO
nuwelinge,NSM
te,UPI
absorbeer,VTHOG
.,ZE
,
Dit,PDOENP
sal,VTUOM
insluit,VTHSG
'n,LO
verhoogde,ASA
inname,NSE
van,SVS
jongmense,NSM
in,SVS
die,LB
program,NSE
om,SVS
openbare,ASA
infrastruktuur,NM
in,SVS
stand,NA
te,UPI
hou,VTHOG
",",ZM
die,LB
verdubbeling,NSE
in,SVS
die,LB
aantal,NSE
kinders,NSM
wat,PB
ingeskryf,VVHOG
is,VVUOP
vir,SVS
programme,NSM
vir,SVS
vroeë,ASA
ontwikkeling,NA
van,SVS
kinders,NSM
na,SVS
600,RS
000,RS
deur,SVS
die,LB
totstandkoming,NA
van,SVS
1,RS
000,RS
nuwe,ASA
persele,NSM
met,SVS
meer,THBO
as,KO
3,RS
500,RS
praktisyns,NSM
wat,PB
opgelei,VVHOG
en,KN
in,SVS
diens,NSE
geneem,VVHOG
is,VVUOP
",",ZM
en,KN
deur,SVS
die,LB
aantal,NSE
versorgers,NSM
te,UPI
verhoog,VTHOG
.,ZE
,
Ongeveer,BS
R1,RS
biljoen,THPB
sal,VTUOM
oor,SVS
die,LB
basislyn,NSE
toegeken,VVHOG
word,VTUOP
aan,SVS
programme,NSM
wat,PB
binne,SVS
die,LB
openbare,ASA
werke-program,NSE
val,VTHOO
.,ZE
,
Die,LB
instelling,NA
van,SVS
'n,LO
stelsel,NSE
van,SVS
produkte,NSM
vir,SVS
voorkeurverskaffing,NA
aan,SVS
die,LB
Regering,NSE
deur,SVS
klein-,RWD
",",ZM
medium-,RWD
en,KN
mikro-ondernemings,NSM
;,ZM
en,KN
die,LB
daarstelling,NA
van,SVS
'n,LO
nougesette,ASA
stelsel,NSE
deur,SVS
die,LB
"""",ZPL
Small,NEE
Enterprises,NEE
Development,NEE
Agency,NEE
"""",ZPL
om,SVS
te,UPI
verseker,VTHOG
dat,KO
die,LB
30-dag,NSE
betalingstydperk,NSE
nagekom,VVHOG
word,VTUOP
.,ZE
,
Ons,PEMP
sal,VTUOM
ook,BS
die,LB
program,NSE
integreer,VTHOG
om,SVS
die,LB
ontwikkeling,NA
van,SVS
volhoubare,ASA
menslike,ASA
nedersettings,NSM
te,UPI
bespoedig,VTHOG
",",ZM
en,KN
verskerpte,ASA
pogings,NSM
sal,VTUOM
",",ZM
as,KO
noodsaaklike,ASA
prioriteit,NSE
",",ZM
aangewend,VVHOG
word,VTUOP
om,SVS
universele,ASA
toegang,NA
tot,SVS
water,NM
",",ZM
sanitasie,NA
en,KN
elektrisiteit,NM
te,UPI
bespoedig,VTHOG
sodat,KO
ons,PEMP
teen,SVS
2014,RS
ordentlike,ASA
nedersettings,NSM
sal,VTUOM
hê,VTHOG
en,KN
dat,KO
alle,THAO
huishoudings,NSM
toegang,NA
tot,SVS
hierdie,PA
dienste,NSM
sal,VTUOM
hê,VTHOG
.,ZE
,
Die,LB
bespoediging,NA
van,SVS
ons,PEMB
strewe,NA
na,SVS
die,LB
doelwit,NSE
van,SVS
gesondheid,NA
vir,SVS
almal,PO
sluit,VTHOG
in,UPW
verskerpte,ASA
implementering,NA
van,SVS
Nasionale,ASA
Strategiese,ASA
Plan,NSE
teen,SVS
MIV,RL
en,KN
Vigs,RK
.,ZE
,
Ons,PEMP
beoog,VTHOG
ook,BS
om,SVS
gedurende,SVS
hierdie,PA
jaar,NSE
die,LB
hoeveelheid,NSE
mense,NSM
wat,PB
versuim,VTHOO
om,SVS
TB-behandeling,NA
te,UPI
voltooi,VTHOG
",",ZM
te,UPI
verminder,VTHOG
van,SVS
10%,RS
na,SVS
7%,RS
",",ZM
en,KN
om,SVS
meer,THBO
as,KO
3,RS
000,RS
gesondheidspersoneel,NM
op,UPW
te,UPI
lei,VTHOG
in,SVS
die,LB
bestuur,NA
van,SVS
die,LB
siekte,NSE
",",ZM
en,KN
om,SVS
seker,BS
te,UPI
maak,VTHOO
dat,KO
alle,THAO
pasiënte,NSM
wat,PB
bestand,ASP
is,VTHOK
teen,SVS
TB-medikasie,NM
",",ZM
behandeling,NA
ontvang,VTHOG
.,ZE
,
Ons,PEMP
beplan,VTHOO
om,SVS
die,LB
werk,NA
ten,SVS
opsigte,NSM
van,SVS
die,LB
uitgebreide,ASA
maatskaplike,ASA
sekuriteitstelsel,NSE
af,UPW
te,UPI
handel,VTHOG
",",ZM
en,KN
voordeel,NSE
te,UPI
trek,VTHOG
uit,SVS
die,LB
samesprekings,NSM
wat,PB
alreeds,BS
met,SVS
maatskaplike,ASA
vennote,NSM
gevoer,VVHOG
is,VVUOP
.,ZE
,
Terwyl,KO
ons,PEMP
aan,SVS
boord,NSE
gaan,VTHOO
en,KN
regmaak,VTHSG
vir,SVS
"""",ZPL
Besigheid,NSE
Buitengewoon,ASP
"""",ZPR
",",ZM
moet,VTUOM
ons,PEMP
ook,BS
nasionale,ASA
dialoog,NSE
uitbrei,VTHSG
ten,SVS
opsigte,NSM
van,SVS
die,LB
aangeleenthede,NSM
wat,PB
ons,PEMP
as,KO
'n,LO
nasie,NSE
definieer,VTHOG
.,ZE
,
Twee,THAB
van,UPD
hierdie,PA
aangeleenthede,NSM
verdien,VTHOG
om,SVS
vlugtig,BS
bespreek,VTHOG
te,UPI
word,VTUOP
.,ZE
,
Die,LB
eerste,TRAB
is,VTHOK
'n,LO
voorstel,NSE
dat,KO
ons,PEMP
'n,LO
eed,NSE
ontwikkel,VTHOG
wat,PB
deur,SVS
leerders,NSM
opgesê,VVHOG
word,VTUOP
tydens,SVS
die,LB
oggendbyeenkoms,NSE
",",ZM
asook,KN
'n,LO
Eed,NSE
vir,SVS
die,LB
Jeug,NM
wat,PB
die,LB
voordele,NSM
van,SVS
menslike,ASA
gedrag,NA
en,KN
eenheid,NA
onder,SVS
Suid-Afrikaners,NSM
sal,VTUOM
beklemtoon,VTHOG
.,ZE
,
Die,LB
Minister,NSE
van,SVS
Onderwys,NA
sal,VTUOM
volgende,ASA
week,NSE
oor,SVS
die,LB
nasionale,ASA
debat,NSE
oor,SVS
hierdie,PA
aangeleenthede,NSM
uitbrei,VTHSG
.,ZE
,
Die,LB
tweede,TRAB
aangeleentheid,NSE
het,VTHOO
te,UPI
doen,VTHOO
met,SVS
geografiese,ASA
en,KN
plekname,NSM
",",ZM
wat,PB
'n,LO
gesinchroniseerde,ASA
proses,NSE
regoor,SVS
al,THAO
die,LB
provinsies,NSM
verg,VTHOG
sodat,KO
ons,PEMP
'n,LO
basis,NSE
kan,VTUOM
vorm,VTHOG
vir,SVS
die,LB
veranderings,NSM
wat,PB
ons,PEMP
voorstel,VTHSG
.,ZE
,
Hierdie,PA
gesinchroniseerde,ASA
proses,NSE
sal,VTUOM
binnekort,BS
van,SVS
stapel,NSE
gestuur,VVHOG
word,VTUOP
",",ZM
onder,SVS
leiding,NA
van,SVS
die,LB
Suid-Afrikaanse,ASA
Raad,NSE
vir,SVS
Geografiese,ASA
Name,NSM
en,KN
sy,PDHEB
provinsiale,ASA
komitees,NSM
.,ZE
,
Mevrou,NSE
die,LB
Speaker,NSE
en,KN
Voorsitter,NSE
",",ZM
,
Toe,PB
ons,PEMP
besin,VTHOO
het,VUOT
oor,SVS
misdaad,NSE
tydens,SVS
verlede,ASA
jaar,NSE
se,UPS
Gesamentlike,ASA
Sitting,NSE
van,SVS
die,LB
Parlement,NSE
",",ZM
het,VUOT
almal,PO
ernstige,ASA
kommer,NA
uitgespreek,VVHOG
oor,SVS
die,LB
hoë,ASA
misdaadsyfer,NSE
en,KN
ook,BS
oor,SVS
die,LB
feit,NSE
dat,KO
dit,PDOENP
wou,VVUOM
voorkom,VTHSO
of,KN
omstandighede,NSM
vererger,VVHOO
het,VUOT
",",ZM
veral,BS
ten,SVS
opsigte,NSM
van,SVS
moord,NSE
-,ZM
iets,PO
wat,PB
alle,THAO
vooruitgang,NA
sedert,SVS
die,LB
demokrasie,NSE
in,SVS
die,LB
wiele,NSM
ry,VTHOO
.,ZE
,
Daarom,PB
het,VUOT
ons,PEMP
verlede,ASA
jaar,NSE
stelselmatig,BS
begin,VTHOO
om,SVS
besigheids-,RWD
en,KN
ander,ASA
sektore,NSM
van,SVS
die,LB
bevolking,NSE
te,UPI
nader,VTHOG
om,SVS
sodoende,BS
'n,LO
holistiese,ASA
benadering,NSE
te,UPI
ontwikkel,VTHOG
ten,SVS
opsigte,NSM
van,SVS
die,LB
verbetering,NSE
van,SVS
die,LB
strafregstelsel,NSE
in,SVS
sy,PDHEB
geheel,NA
.,ZE
,
In,SVS
die,LB
gees,NA
van,SVS
"""",ZPL
Besigheid,NSE
Buitengewoon,ASP
"""",ZPR
",",ZM
het,VUOT
die,LB
Kabinet,NSE
dus,BS
ooreenkomstig,SVS
besluit,VTHOG
op,SVS
'n,LO
aantal,NSE
veranderings,NSM
wat,PB
nodig,ASP
was,VVHOK
om,SVS
'n,LO
nuwe,ASA
",",ZM
moderne,ASA
",",ZM
doeltreffende,ASA
en,KN
getransformeerde,ASA
strafregstelsel,NSE
te,UPI
skep,VTHOG
.,ZE
,
Dit,PDOENP
sal,VTUOM
onder,SVS
andere,NSM
behels,VTHOG
dat,KO
'n,LO
nuwe,ASA
koördinerende,ASA
en,KN
bestuurstruktuur,NSE
op,SVS
alle,THAO
vlakke,NSM
van,SVS
die,LB
stelsel,NSE
opgestel,VVHOG
word,VTUOP
",",ZM
van,SVS
nasionale,ASA
vlak,NSE
tot,SVS
plaaslik,ASP
",",ZM
en,KN
wat,PB
die,LB
Regbank,NSE
en,KN
magistrate,NSM
verenig,VTHOG
",",ZM
asook,KN
die,LB
polisie,NM
",",ZM
aanklaers,NSM
",",ZM
korrektiewe,ASA
dienste,NSM
en,KN
die,LB
Regshulpraad,NSE
",",ZM
sowel,KO
as,KO
ander,ASA
intervensies,NSM
",",ZM
insluitend,ASP
die,LB
bemagtiging,NA
van,SVS
die,LB
gemeenskapspolisiëringsforums,NSM
.,ZE
,
Soos,UPV
wat,PB
die,LB
agbare,ASA
lede,NSM
weet,VTHOO
",",ZM
is,VVUOP
sommige,THAO
van,UPD
hierdie,PA
inisiatiewe,NSM
alreeds,BS
van,SVS
stapel,NSE
gestuur,VVHOG
;,ZM
maar,KN
ons,PEMP
is,VTHOK
seker,ASP
dat,KO
indien,KO
dit,PDOENP
op,SVS
'n,LO
geïntegreerde,ASA
en,KN
aanvullende,ASA
wyse,NSE
uitgevoer,VVHOG
word,VTUOP
",",ZM
die,LB
uitwerking,NSE
daarvan,PB
baie,THBO
meer,THBO
doeltreffend,ASP
sal,VTUOM
wees,VTHOK
in,SVS
die,LB
bekamping,NA
van,SVS
misdaad,NSE
.,ZE
,
Die,LB
ministers,NSM
van,SVS
die,LB
Justisie,NA
",",ZM
Misdaadvoorkoming,NA
en,KN
Sekuriteit,NA
Groepering,NSE
sal,VTUOM
in,SVS
die,LB
verloop,NA
van,SVS
volgende,ASA
week,NSE
hieroor,PB
en,KN
oor,SVS
ander,ASA
inisiatiewe,NSM
uitbrei,VTHSG
.,ZE
,
Ons,PEMP
sal,VTUOM
ook,BS
gedurende,SVS
hierdie,PA
jaar,NSE
die,LB
wetsontwerpe,NSM
ten,SVS
opsigte,NSM
van,SVS
die,LB
transformasie,NSE
van,SVS
die,LB
Regbank,NSE
verwerk,VTHOG
",",ZM
in,SVS
samewerking,NA
met,SVS
regters,NSM
en,KN
magistrate,NSM
",",ZM
en,KN
die,LB
strategie,NSE
ten,SVS
opsigte,NSM
van,SVS
verskerpte,ASA
grensbeheer,NA
en,KN
sekuriteit,NA
sal,VTUOM
afgehandel,VVHOG
word,VTUOP
.,ZE
,
Ons,PEMP
sal,VTUOM
die,LB
Slagoffershandves,NSE
in,SVS
die,LB
lewe,NSE
roep,VTHOO
",",ZM
veral,BS
aandag,NA
skenk,VTHOG
aan,SVS
gewoonte-oortreders,NSM
",",ZM
en,KN
ons,PEMP
sal,VTUOM
voortgaan,VTHSO
met,SVS
die,LB
implementering,NA
van,SVS
bykomende,ASA
maatreëls,NSM
wat,PB
voortgespruit,VVHOO
het,VUOT
uit,SVS
die,LB
aanbevelings,NSM
van,SVS
die,LB
Waarheids-,RWD
en,KN
Versoeningskommissie,NSE
.,ZE
,
Gelei,VVHOG
deur,SVS
die,LB
behoefte,NSE
om,SVS
die,LB
aanslag,NSE
teen,SVS
georganiseerde,ASA
misdaad,NSE
te,UPI
verskerp,VTHOG
",",ZM
asook,KN
die,LB
aanbevelings,NSM
van,SVS
die,LB
Khampepe,NEE
Regskommissie,NSE
ten,SVS
opsigte,NSM
van,SVS
die,LB
werking,NA
en,KN
ligging,NSE
van,SVS
die,LB
Direktoraat,NSE
vir,SVS
Spesiale,ASA
Operasies,NSM
en,KN
deur,SVS
verder,BV
oor,SVS
hierdie,PA
aangeleentheid,NSE
te,UPI
besin,VTHOO
",",ZM
insluitend,ASP
die,LB
hervorming,NA
van,SVS
die,LB
strafregstelsel,NSE
",",ZM
sal,VTUOM
ons,PEMP
teen,SVS
die,LB
einde,NSE
van,SVS
Maart,NEE
vanjaar,BS
met,SVS
die,LB
Parlement,NSE
samesprekings,NSM
voer,VTHOG
aangaande,SVS
wetgewing,NA
en,KN
ander,ASA
besluitnemingsmaatreëls,NSM
om,SVS
ons,PEMB
vermoë,NSE
om,SVS
misdaad,NSE
te,UPI
beveg,VTHOG
",",ZM
verder,BV
te,UPI
verbeter,VTHOG
.,ZE
,
Ons,PEMP
sal,VTUOM
voortgaan,VTHSO
om,SVS
gelei,VVHOG
te,UPI
word,VTUOP
deur,SVS
die,LB
Regering,NSE
se,UPS
volkome,ASA
verbintenis,NSE
om,SVS
georganiseerde,ASA
misdaad,NSE
te,UPI
beveg,VTHOG
en,KN
om,SVS
die,LB
bestuur,NA
",",ZM
doeltreffendheid,NA
en,KN
koördinering,NA
van,SVS
ons,PEMB
wetstoepassingsagentskappe,NSM
te,UPI
verbeter,VTHOG
.,ZE
,
Die,LB
belangrikste,RO
is,VTHOK
dat,KO
ons,PEMB
sukses,NA
in,SVS
die,LB
stryd,NA
teen,SVS
